work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,MI,FT,Data Analyst,75000.0,USD,75000.0,US,100.0,US,M
2025,SE,FT,Data Architect,218657.0,USD,218657.0,US,100.0,US,M
2025,SE,FT,Data Architect,149084.0,USD,149084.0,US,100.0,US,M
2025,MI,FT,Data Engineer,222000.0,USD,222000.0,US,100.0,US,M
2025,MI,FT,Data Engineer,98000.0,USD,98000.0,US,100.0,US,M
2025,SE,FT,Data Engineer,163695.0,USD,163695.0,US,100.0,US,M
2025,SE,FT,Data Engineer,109000.0,USD,109000.0,US,100.0,US,M
2025,SE,FT,Software Engineer,179000.0,USD,179000.0,US,100.0,US,M
2025,SE,FT,Software Engineer,102400.0,USD,102400.0,US,100.0,US,M
2025,SE,FT,Software Engineer,135600.0,USD,135600.0,US,0.0,US,M
2025,EX,FT,Analyst,300000.0,USD,300000.0,US,0.0,US,M
2025,EX,FT,Analyst,170000.0,USD,170000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,250000.0,USD,250000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,150000.0,USD,150000.0,US,0.0,US,M
2025,SE,FT,Engineer,249000.0,USD,249000.0,US,0.0,US,M
2025,SE,FT,Engineer,173000.0,USD,173000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,250200.0,USD,250200.0,US,0.0,US,M
2025,SE,FT,Software Engineer,117200.0,USD,117200.0,US,0.0,US,M
2025,SE,FT,Engineer,312800.0,USD,312800.0,US,0.0,US,M
2025,SE,FT,Engineer,217600.0,USD,217600.0,US,0.0,US,M
2025,MI,FT,Software Engineer,208800.0,USD,208800.0,US,0.0,US,M
2025,MI,FT,Software Engineer,98300.0,USD,98300.0,US,0.0,US,M
2025,MI,FT,Analyst,180060.0,USD,180060.0,US,100.0,US,M
2025,MI,FT,Analyst,120000.0,USD,120000.0,US,100.0,US,M
2025,SE,FT,Manager,244000.0,USD,244000.0,US,0.0,US,M
2025,SE,FT,Manager,111000.0,USD,111000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,282500.0,USD,282500.0,US,0.0,US,M
2025,SE,FT,Data Scientist,207500.0,USD,207500.0,US,0.0,US,M
2025,SE,FT,Data Engineer,243000.0,USD,243000.0,US,0.0,US,M
2025,SE,FT,Data Engineer,127900.0,USD,127900.0,US,0.0,US,M
2025,MI,FT,Data Engineer,88000.0,USD,88000.0,US,0.0,US,M
2025,MI,FT,Data Engineer,56000.0,USD,56000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,176784.0,USD,176784.0,US,0.0,US,M
2025,SE,FT,Software Engineer,117864.0,USD,117864.0,US,0.0,US,M
2025,EN,FT,Data Analyst,48000.0,USD,48000.0,US,0.0,US,M
2025,EN,FT,Data Analyst,42000.0,USD,42000.0,US,0.0,US,M
2025,SE,FT,Data Analyst,234000.0,USD,234000.0,US,0.0,US,M
2025,SE,FT,Data Analyst,146000.0,USD,146000.0,US,0.0,US,M
2025,EN,FT,Data Analyst,102892.0,USD,102892.0,CA,0.0,CA,M
2025,EN,FT,Data Analyst,81359.0,USD,81359.0,CA,0.0,CA,M
2025,SE,FT,Data Analyst,194000.0,USD,194000.0,US,0.0,US,M
2025,SE,FT,Data Analyst,116000.0,USD,116000.0,US,0.0,US,M
2025,EN,FT,Data Analytics Manager,190000.0,USD,190000.0,US,0.0,US,M
2025,EN,FT,Data Analytics Manager,158000.0,USD,158000.0,US,0.0,US,M
2025,MI,FT,Software Engineer,268700.0,USD,268700.0,US,0.0,US,M
2025,MI,FT,Software Engineer,130500.0,USD,130500.0,US,0.0,US,M
2025,MI,FT,Manager,155700.0,USD,155700.0,CA,0.0,CA,M
2025,MI,FT,Manager,84900.0,USD,84900.0,CA,0.0,CA,M
2025,MI,FT,Business Development Representative,68975.0,USD,68975.0,US,0.0,US,M
2025,MI,FT,Business Development Representative,54975.0,USD,54975.0,US,0.0,US,M
2025,SE,FT,Analytics Engineer,140000.0,USD,140000.0,US,0.0,US,M
2025,SE,FT,Analytics Engineer,120000.0,USD,120000.0,US,0.0,US,M
2025,SE,FT,Data Engineer,223600.0,USD,223600.0,US,0.0,US,M
2025,SE,FT,Data Engineer,152200.0,USD,152200.0,US,0.0,US,M
2025,MI,FT,Data Engineer,123400.0,USD,123400.0,US,0.0,US,M
2025,MI,FT,Data Engineer,60500.0,USD,60500.0,US,0.0,US,M
2025,MI,FT,Data Specialist,72000.0,USD,72000.0,US,0.0,US,M
2025,MI,FT,Data Specialist,66000.0,USD,66000.0,US,0.0,US,M
2025,MI,FT,Business Intelligence Developer,106000.0,USD,106000.0,US,100.0,US,M
2025,MI,FT,Business Intelligence Developer,70000.0,USD,70000.0,US,100.0,US,M
2025,SE,FT,Business Intelligence Developer,154356.0,USD,154356.0,US,100.0,US,M
2025,SE,FT,Business Intelligence Developer,115481.0,USD,115481.0,US,100.0,US,M
2025,SE,FT,Analyst,230261.0,USD,230261.0,US,100.0,US,M
2025,SE,FT,Analyst,78947.0,USD,78947.0,US,100.0,US,M
2025,MI,FT,Research Associate,77687.0,USD,77687.0,US,0.0,US,M
2025,MI,FT,Research Associate,54080.0,USD,54080.0,US,0.0,US,M
2025,SE,FT,Analyst,210000.0,USD,210000.0,US,0.0,US,M
2025,SE,FT,Analyst,125000.0,USD,125000.0,US,0.0,US,M
2025,MI,FT,Product Specialist,207600.0,USD,207600.0,US,0.0,US,M
2025,MI,FT,Product Specialist,116700.0,USD,116700.0,US,0.0,US,M
2025,SE,FT,Analytics Engineer,190300.0,USD,190300.0,US,0.0,US,M
2025,SE,FT,Analytics Engineer,129750.0,USD,129750.0,US,0.0,US,M
2025,SE,FT,Systems Engineer,233200.0,USD,233200.0,US,0.0,US,M
2025,SE,FT,Systems Engineer,155500.0,USD,155500.0,US,0.0,US,M
2025,SE,FT,Manager,250000.0,USD,250000.0,US,100.0,US,M
2025,SE,FT,Manager,188000.0,USD,188000.0,US,100.0,US,M
2025,SE,FT,Manager,201400.0,USD,201400.0,US,0.0,US,M
2025,SE,FT,Manager,120800.0,USD,120800.0,US,0.0,US,M
2025,SE,FT,Machine Learning Engineer,414000.0,USD,414000.0,US,0.0,US,M
2025,SE,FT,Machine Learning Engineer,235000.0,USD,235000.0,US,0.0,US,M
2025,EN,FT,Data Analyst,19956.0,EUR,21006.0,FR,0.0,FR,M
2025,EN,FT,Data Analyst,17712.0,EUR,18644.0,FR,0.0,FR,M
2025,MI,FT,Associate,150000.0,USD,150000.0,US,0.0,US,M
2025,MI,FT,Associate,114000.0,USD,114000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,249700.0,USD,249700.0,CA,100.0,CA,M
2025,SE,FT,Data Scientist,166500.0,USD,166500.0,CA,100.0,CA,M
2025,MI,FT,Data Scientist,231250.0,USD,231250.0,US,0.0,US,M
2025,MI,FT,Data Scientist,111000.0,USD,111000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,270250.0,USD,270250.0,US,0.0,US,M
2025,SE,FT,Data Scientist,199750.0,USD,199750.0,US,0.0,US,M
2025,SE,FT,Software Engineer,230000.0,USD,230000.0,US,100.0,US,M
2025,SE,FT,Software Engineer,80000.0,USD,80000.0,US,100.0,US,M
2025,EX,FT,Data Governance,185000.0,USD,185000.0,US,0.0,US,M
2025,EX,FT,Data Governance,110000.0,USD,110000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,143000.0,USD,143000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,104000.0,USD,104000.0,US,0.0,US,M
2025,SE,FT,Engineer,221700.0,USD,221700.0,US,0.0,US,M
2025,SE,FT,Engineer,130400.0,USD,130400.0,US,0.0,US,M
2025,SE,FT,Engineer,260000.0,USD,260000.0,US,0.0,US,M
2025,SE,FT,Engineer,130000.0,USD,130000.0,US,0.0,US,M
2025,SE,FT,Software Development Engineer,198000.0,USD,198000.0,CA,0.0,CA,M
2025,SE,FT,Software Development Engineer,132000.0,USD,132000.0,CA,0.0,CA,M
2025,SE,FT,Data Scientist,234000.0,USD,234000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,117000.0,USD,117000.0,US,0.0,US,M
2025,SE,FT,Data Governance Lead,229500.0,USD,229500.0,US,0.0,US,M
2025,SE,FT,Data Governance Lead,123500.0,USD,123500.0,US,0.0,US,M
2025,SE,FT,Manager,220300.0,USD,220300.0,US,0.0,US,M
2025,SE,FT,Manager,175500.0,USD,175500.0,US,0.0,US,M
2025,SE,FT,Data Analyst,132200.0,USD,132200.0,US,100.0,US,M
2025,SE,FT,Data Analyst,115900.0,USD,115900.0,US,100.0,US,M
2025,SE,FT,Data Analyst,145500.0,USD,145500.0,US,0.0,US,M
2025,SE,FT,Data Analyst,115900.0,USD,115900.0,US,0.0,US,M
2025,SE,FT,Data Engineer,205270.0,USD,205270.0,CA,0.0,CA,M
2025,SE,FT,Data Engineer,110530.0,USD,110530.0,CA,0.0,CA,M
2025,SE,FT,Data Engineer,219400.0,USD,219400.0,US,0.0,US,M
2025,SE,FT,Data Engineer,131600.0,USD,131600.0,US,0.0,US,M
2025,SE,FT,Data Engineer,180000.0,USD,180000.0,US,0.0,US,M
2025,SE,FT,Data Engineer,90000.0,USD,90000.0,US,0.0,US,M
2025,EN,FT,Software Developer,80300.0,USD,80300.0,US,0.0,US,M
2025,EN,FT,Software Developer,50200.0,USD,50200.0,US,0.0,US,M
2025,SE,FT,Analyst,159850.0,USD,159850.0,US,0.0,US,M
2025,SE,FT,Analyst,118150.0,USD,118150.0,US,0.0,US,M
2025,MI,FT,Systems Engineer,141450.0,USD,141450.0,US,0.0,US,M
2025,MI,FT,Systems Engineer,104550.0,USD,104550.0,US,0.0,US,M
2025,EN,FT,Systems Engineer,118450.0,USD,118450.0,US,0.0,US,M
2025,EN,FT,Systems Engineer,73100.0,USD,73100.0,US,0.0,US,M
2025,SE,FT,Data Scientist,197400.0,USD,197400.0,US,0.0,US,M
2025,SE,FT,Data Scientist,158600.0,USD,158600.0,US,0.0,US,M
2025,MI,FT,Statistician,100000.0,USD,100000.0,US,100.0,US,M
2025,MI,FT,Statistician,56000.0,USD,56000.0,US,100.0,US,M
2025,SE,FT,Analyst,145000.0,USD,145000.0,US,0.0,US,M
2025,SE,FT,Analyst,115000.0,USD,115000.0,US,0.0,US,M
2025,SE,FT,Manager,190000.0,USD,190000.0,US,0.0,US,M
2025,SE,FT,Manager,152000.0,USD,152000.0,US,0.0,US,M
2025,SE,FT,Architect,384100.0,USD,384100.0,US,0.0,US,M
2025,SE,FT,Architect,251900.0,USD,251900.0,US,0.0,US,M
2025,MI,FT,Software Engineer,193000.0,USD,193000.0,US,0.0,US,M
2025,MI,FT,Software Engineer,84600.0,USD,84600.0,US,0.0,US,M
2025,MI,FT,Data Product Manager,150000.0,USD,150000.0,US,0.0,US,M
2025,MI,FT,Data Product Manager,120000.0,USD,120000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,220000.0,USD,220000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,96600.0,USD,96600.0,US,0.0,US,M
2025,MI,FT,Data Scientist,172000.0,USD,172000.0,US,0.0,US,M
2025,MI,FT,Data Scientist,75600.0,USD,75600.0,US,0.0,US,M
2025,MI,FT,Manager,115000.0,USD,115000.0,US,0.0,US,M
2025,MI,FT,Manager,90000.0,USD,90000.0,US,0.0,US,M
2025,MI,FT,Quantitative Researcher,180000.0,USD,180000.0,US,0.0,US,M
2025,MI,FT,Quantitative Researcher,170000.0,USD,170000.0,US,0.0,US,M
2025,MI,FT,Software Engineer,370000.0,USD,370000.0,US,0.0,US,M
2025,MI,FT,Software Engineer,200000.0,USD,200000.0,US,0.0,US,M
2025,MI,FT,Manager,170000.0,USD,170000.0,US,0.0,US,M
2025,MI,FT,Manager,116000.0,USD,116000.0,US,0.0,US,M
2025,MI,FT,Research Engineer,208000.0,USD,208000.0,US,0.0,US,M
2025,MI,FT,Research Engineer,141340.0,USD,141340.0,US,0.0,US,M
2025,SE,FT,Software Engineer,250600.0,USD,250600.0,US,0.0,US,M
2025,SE,FT,Software Engineer,135400.0,USD,135400.0,US,0.0,US,M
2025,SE,FT,Product Manager,197100.0,USD,197100.0,US,100.0,US,M
2025,SE,FT,Product Manager,115900.0,USD,115900.0,US,100.0,US,M
2025,MI,FT,Data Scientist,176000.0,USD,176000.0,US,0.0,US,M
2025,MI,FT,Data Scientist,124000.0,USD,124000.0,US,0.0,US,M
2025,MI,FT,Data Scientist,153000.0,USD,153000.0,US,0.0,US,M
2025,MI,FT,Data Scientist,113357.0,USD,113357.0,US,0.0,US,M
2025,SE,FT,Data Scientist,230000.0,USD,230000.0,US,0.0,US,M
2025,SE,FT,Data Scientist,200000.0,USD,200000.0,US,0.0,US,M
2025,MI,FT,Data Scientist,84000.0,EUR,88421.0,LT,0.0,LT,M
2025,MI,FT,Data Scientist,48000.0,EUR,50526.0,LT,0.0,LT,M
2025,MI,FT,Associate,220000.0,USD,220000.0,US,0.0,US,M
2025,MI,FT,Associate,200000.0,USD,200000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,168800.0,USD,168800.0,US,0.0,US,M
2025,SE,FT,Software Engineer,135000.0,USD,135000.0,US,0.0,US,M
2025,EN,FT,Data Specialist,56000.0,USD,56000.0,US,0.0,US,M
2025,EN,FT,Data Specialist,52000.0,USD,52000.0,US,0.0,US,M
2025,MI,FT,Research Scientist,173000.0,USD,173000.0,US,0.0,US,M
2025,MI,FT,Research Scientist,117000.0,USD,117000.0,US,0.0,US,M
2025,MI,FT,Associate,253500.0,USD,253500.0,US,0.0,US,M
2025,MI,FT,Associate,190000.0,USD,190000.0,US,0.0,US,M
2025,SE,FT,Research Engineer,250600.0,USD,250600.0,US,0.0,US,M
2025,SE,FT,Research Engineer,135400.0,USD,135400.0,US,0.0,US,M
2025,MI,FT,Data Engineer,80000.0,USD,80000.0,US,0.0,US,M
2025,MI,FT,Software Engineer,180000.0,USD,180000.0,US,0.0,US,M
2025,MI,FT,Software Engineer,140000.0,USD,140000.0,US,0.0,US,M
2025,EN,FT,Data Analyst,100000.0,USD,100000.0,US,0.0,US,M
2025,EN,FT,Data Analyst,85000.0,USD,85000.0,US,0.0,US,M
2025,SE,FT,Data Architect,37200.0,EUR,39157.0,SK,0.0,SK,M
2025,MI,FT,Applied Scientist,158200.0,USD,158200.0,US,0.0,US,M
2025,MI,FT,Applied Scientist,79100.0,USD,79100.0,US,0.0,US,M
2025,MI,FT,Applied Scientist,208800.0,USD,208800.0,US,0.0,US,M
2025,MI,FT,Applied Scientist,98300.0,USD,98300.0,US,0.0,US,M
2025,MI,FT,AI Engineer,250000.0,USD,250000.0,US,0.0,US,M
2025,MI,FT,AI Engineer,180000.0,USD,180000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,284000.0,USD,284000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,189000.0,USD,189000.0,US,0.0,US,M
2025,MI,FT,Software Engineer,200000.0,USD,200000.0,US,100.0,US,M
2025,MI,FT,Software Engineer,175000.0,USD,175000.0,US,100.0,US,M
2025,MI,FT,Cloud Developer,260000.0,USD,260000.0,US,0.0,US,M
2025,MI,FT,Cloud Developer,130000.0,USD,130000.0,US,0.0,US,M
2025,MI,FT,Engineering Manager,378700.0,USD,378700.0,US,0.0,US,M
2025,MI,FT,Engineering Manager,219300.0,USD,219300.0,US,0.0,US,M
2025,SE,FT,Software Engineer,223400.0,USD,223400.0,US,0.0,US,M
2025,SE,FT,Software Engineer,96800.0,USD,96800.0,US,0.0,US,M
2025,SE,FT,Consultant,208250.0,USD,208250.0,US,0.0,US,M
2025,SE,FT,Consultant,148699.0,USD,148699.0,US,0.0,US,M
2025,SE,FT,Systems Engineer,225000.0,USD,225000.0,US,0.0,US,M
2025,SE,FT,Systems Engineer,163000.0,USD,163000.0,US,0.0,US,M
2025,SE,FT,Research Scientist,125000.0,USD,125000.0,US,0.0,US,M
2025,SE,FT,Research Scientist,90000.0,USD,90000.0,US,0.0,US,M
2025,SE,FT,Analyst,110000.0,USD,110000.0,US,0.0,US,M
2025,SE,FT,Analyst,80000.0,USD,80000.0,US,0.0,US,M
2025,SE,FT,Software Developer,178100.0,USD,178100.0,US,0.0,US,M
2025,SE,FT,Software Developer,79000.0,USD,79000.0,US,0.0,US,M
2025,SE,FT,Engineer,95000.0,USD,95000.0,US,0.0,US,M
2025,SE,FT,Engineer,75000.0,USD,75000.0,US,0.0,US,M
2025,EN,FT,Software Engineer,44000.0,USD,44000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,200000.0,USD,200000.0,US,0.0,US,M
2025,SE,FT,Product Manager,294000.0,USD,294000.0,US,0.0,US,M
2025,SE,FT,Product Manager,137600.0,USD,137600.0,US,0.0,US,M
2025,MI,FT,Product Manager,294000.0,USD,294000.0,US,0.0,US,M
2025,MI,FT,Product Manager,117200.0,USD,117200.0,US,0.0,US,M
2025,SE,FT,Product Designer,294000.0,USD,294000.0,US,0.0,US,M
2025,SE,FT,Product Designer,137600.0,USD,137600.0,US,0.0,US,M
2025,MI,FT,Research Scientist,355000.0,USD,355000.0,US,0.0,US,M
2025,MI,FT,Research Scientist,194000.0,USD,194000.0,US,0.0,US,M
2025,MI,FT,Machine Learning Engineer,169050.0,USD,169050.0,US,0.0,US,M
2025,MI,FT,Machine Learning Engineer,124950.0,USD,124950.0,US,0.0,US,M
2025,SE,FT,Data Scientist,173240.0,USD,173240.0,US,100.0,US,M
2025,SE,FT,Data Scientist,156160.0,USD,156160.0,US,100.0,US,M
2025,MI,FT,Data Scientist,139475.0,USD,139475.0,US,100.0,US,M
2025,MI,FT,Data Scientist,125724.0,USD,125724.0,US,100.0,US,M
2025,SE,FT,Data Scientist,271910.0,USD,271910.0,US,100.0,US,M
2025,SE,FT,Data Scientist,164850.0,USD,164850.0,US,100.0,US,M
2025,SE,FT,Data Engineer,140000.0,USD,140000.0,US,0.0,US,M
2025,SE,FT,Data Engineer,90732.0,USD,90732.0,US,0.0,US,M
2025,SE,FT,Data Engineer,200700.0,USD,200700.0,US,0.0,US,M
2025,SE,FT,Data Engineer,120400.0,USD,120400.0,US,0.0,US,M
2025,SE,FT,Data Engineer,237908.0,USD,237908.0,US,0.0,US,M
2025,SE,FT,Data Engineer,175845.0,USD,175845.0,US,0.0,US,M
2025,SE,FT,Data Operations,275600.0,USD,275600.0,US,0.0,US,M
2025,SE,FT,Data Operations,165400.0,USD,165400.0,US,0.0,US,M
2025,EX,FT,Data Operations,168500.0,USD,168500.0,US,0.0,US,M
2025,EX,FT,Data Operations,124500.0,USD,124500.0,US,0.0,US,M
2025,SE,FT,Product Specialist,248400.0,USD,248400.0,US,0.0,US,M
2025,SE,FT,Product Specialist,140600.0,USD,140600.0,US,0.0,US,M
2025,MI,FT,Statistical Programmer,42761.0,USD,42761.0,CA,0.0,CA,M
2025,MI,FT,Statistical Programmer,31851.0,USD,31851.0,CA,0.0,CA,M
2025,EN,FT,Data Governance Analyst,94750.0,USD,94750.0,US,0.0,US,M
2025,EN,FT,Data Governance Analyst,67100.0,USD,67100.0,US,0.0,US,M
2025,MI,FT,Business Analyst,84000.0,USD,84000.0,US,0.0,US,M
2025,MI,FT,Business Analyst,61000.0,USD,61000.0,US,0.0,US,M
2025,SE,FT,Data Analyst,120000.0,USD,120000.0,US,0.0,US,M
2025,SE,FT,Data Analyst,95000.0,USD,95000.0,US,0.0,US,M
2025,SE,FT,Solution Architect,269075.0,USD,269075.0,US,0.0,US,M
2025,SE,FT,Solution Architect,148850.0,USD,148850.0,US,0.0,US,M
2025,MI,FT,Data Modeler,154810.0,USD,154810.0,US,100.0,US,M
2025,MI,FT,Data Modeler,144810.0,USD,144810.0,US,100.0,US,M
2025,SE,FT,Analyst,117500.0,USD,117500.0,US,100.0,US,M
2025,SE,FT,Analyst,97000.0,USD,97000.0,US,100.0,US,M
2025,SE,FT,Research Scientist,199452.0,USD,199452.0,US,100.0,US,M
2025,SE,FT,Research Scientist,105245.0,USD,105245.0,US,100.0,US,M
2025,SE,FT,Software Engineer,170000.0,USD,170000.0,US,0.0,US,M
2025,SE,FT,Engineer,189175.0,USD,189175.0,US,0.0,US,M
2025,SE,FT,Engineer,104650.0,USD,104650.0,US,0.0,US,M
2025,SE,FT,Manager,228000.0,USD,228000.0,CA,0.0,CA,M
2025,SE,FT,Manager,123000.0,USD,123000.0,CA,0.0,CA,M
2025,EN,FT,Analyst,150000.0,USD,150000.0,US,0.0,US,M
2025,EN,FT,Analyst,88800.0,USD,88800.0,US,0.0,US,M
2025,SE,FT,Manager,138765.0,USD,138765.0,US,0.0,US,M
2025,SE,FT,Manager,104025.0,USD,104025.0,US,0.0,US,M
2025,MI,FT,Associate,160000.0,USD,160000.0,US,0.0,US,M
2025,MI,FT,Associate,105000.0,USD,105000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,227500.0,USD,227500.0,US,100.0,US,M
2025,SE,FT,Software Engineer,147500.0,USD,147500.0,US,100.0,US,M
2025,SE,FT,Data Engineer,159000.0,USD,159000.0,US,0.0,US,M
2025,SE,FT,Data Engineer,132500.0,USD,132500.0,US,0.0,US,M
2025,SE,FT,Engineer,205000.0,USD,205000.0,US,0.0,US,M
2025,SE,FT,Engineer,128000.0,USD,128000.0,US,0.0,US,M
2025,EN,FT,Analyst,98000.0,USD,98000.0,US,0.0,US,M
2025,EN,FT,Analyst,89000.0,USD,89000.0,US,0.0,US,M
2025,SE,FT,Manager,161600.0,USD,161600.0,US,100.0,US,M
2025,SE,FT,Manager,92300.0,USD,92300.0,US,100.0,US,M
2025,MI,FT,Data Analyst,127800.0,USD,127800.0,US,0.0,US,M
2025,MI,FT,Data Analyst,95300.0,USD,95300.0,US,0.0,US,M
2025,SE,FT,Data Scientist,232900.0,USD,232900.0,US,100.0,US,M
2025,SE,FT,Data Scientist,130800.0,USD,130800.0,US,100.0,US,M
2025,EN,FT,Data Analyst,142500.0,GBP,180379.0,GB,0.0,GB,M
2025,EN,FT,Data Analyst,112500.0,GBP,142405.0,GB,0.0,GB,M
2025,SE,FT,Data Analyst,161300.0,USD,161300.0,US,0.0,US,M
2025,SE,FT,Data Analyst,114900.0,USD,114900.0,US,0.0,US,M
2025,SE,FT,Data Architect,140000.0,USD,140000.0,US,100.0,US,M
2025,SE,FT,Data Architect,125000.0,USD,125000.0,US,100.0,US,M
2025,MI,FT,Full Stack Developer,112003.0,USD,112003.0,US,0.0,US,M
2025,MI,FT,Full Stack Developer,81456.0,USD,81456.0,US,0.0,US,M
2025,EX,FT,Manager,185000.0,USD,185000.0,US,0.0,US,M
2025,EX,FT,Manager,146000.0,USD,146000.0,US,0.0,US,M
2025,MI,FT,Manager,140000.0,USD,140000.0,US,0.0,US,M
2025,MI,FT,Manager,110000.0,USD,110000.0,US,0.0,US,M
2025,MI,FT,Statistician,90000.0,USD,90000.0,US,0.0,US,M
2025,MI,FT,Statistician,85380.0,USD,85380.0,US,0.0,US,M
2025,SE,FT,Machine Learning Engineer,200700.0,USD,200700.0,US,100.0,US,M
2025,SE,FT,Machine Learning Engineer,175800.0,USD,175800.0,US,100.0,US,M
2025,SE,FT,Data Management Lead,147000.0,USD,147000.0,US,100.0,US,M
2025,SE,FT,Data Management Lead,106900.0,USD,106900.0,US,100.0,US,M
2025,SE,FT,Manager,251850.0,USD,251850.0,US,0.0,US,M
2025,SE,FT,Manager,174250.0,USD,174250.0,US,0.0,US,M
2025,SE,FT,Manager,218500.0,USD,218500.0,US,0.0,US,M
2025,SE,FT,Manager,151300.0,USD,151300.0,US,0.0,US,M
2025,EN,FT,Data Specialist,17856.0,EUR,18795.0,SK,0.0,SK,M
2025,SE,FT,Data Analyst,124400.0,USD,124400.0,US,0.0,US,M
2025,SE,FT,Data Analyst,99100.0,USD,99100.0,US,0.0,US,M
2025,SE,FT,Business Intelligence Analyst,187450.0,USD,187450.0,US,0.0,US,M
2025,SE,FT,Business Intelligence Analyst,112200.0,USD,112200.0,US,0.0,US,M
2025,EX,FT,Engineer,264977.0,USD,264977.0,US,0.0,US,M
2025,EX,FT,Engineer,176651.0,USD,176651.0,US,0.0,US,M
2025,SE,FT,Research Scientist,173700.0,USD,173700.0,US,100.0,US,M
2025,SE,FT,Research Scientist,126300.0,USD,126300.0,US,100.0,US,M
2025,MI,FT,Postdoctoral Researcher,64000.0,USD,64000.0,US,0.0,US,M
2025,MI,FT,Postdoctoral Researcher,62000.0,USD,62000.0,US,0.0,US,M
2025,SE,FT,Associate,175000.0,USD,175000.0,US,0.0,US,M
2025,SE,FT,Associate,150000.0,USD,150000.0,US,0.0,US,M
2025,EN,FT,Analyst,170760.0,USD,170760.0,US,0.0,US,M
2025,EN,FT,Analyst,113840.0,USD,113840.0,US,0.0,US,M
2025,SE,FT,Manager,230000.0,USD,230000.0,US,0.0,US,M
2025,SE,FT,Manager,165000.0,USD,165000.0,US,0.0,US,M
2025,MI,FT,Engineer,155909.0,USD,155909.0,US,0.0,US,M
2025,MI,FT,Engineer,110000.0,USD,110000.0,US,0.0,US,M
2025,SE,FT,Software Engineer,226408.0,USD,226408.0,US,100.0,US,M
2025,SE,FT,Software Engineer,96601.0,USD,96601.0,US,100.0,US,M
